,Model22,Model51,Model57,Model66,Model156,Model178,Model217,Model222,Model316,Model378,Model404,Model424,Model488,Model500,Model617,Model631,tr
183732,0.893199086,0.904546022,0.477401406,0.015596181,0.66886729,0.640040517,0.89661032,0.646625817,0.739138305,0.980139375,0.73469317,0.806289554,0.446910381,0.496624976,0.423370272,0.592173278,1
183760,0.899494827,0.374860078,0.501223266,1.72E-05,0.578329802,0.751962662,0.871026695,0.734135032,0.905672133,0.994371891,0.790207624,0.44249475,0.518487334,0.618467569,0.679052889,0.540242851,1
183761,0.979664922,0.524552405,0.504697084,0.44107914,0.988865256,0.733619094,0.663408816,0.427680999,0.883346856,0.880619407,0.703975677,0.603089571,0.827908754,0.509009063,0.866406381,0.513144314,1
183763,0.675945103,0.854792058,0.513987601,0.012207753,0.658706129,0.479243428,0.586398423,0.408326685,0.206961989,0.987455726,0.705580354,0.513344824,0.501828849,0.522402525,0.346378565,0.682473361,1
183842,0.999666572,0.977017403,0.857987225,0.152394548,0.999872446,0.993859887,0.998149633,0.989651501,0.998097599,0.883681476,0.977626801,0.9882918,0.998791635,0.954367757,0.994929194,0.955606043,1
184021,0.977749527,0.934661567,0.630249619,0.000141855,0.946914136,0.996561348,0.996360123,0.935951948,0.96747756,0.999009371,0.969610214,0.999481976,0.987321138,0.782683015,0.93768096,0.743976831,1
184023,0.995677292,0.867619872,0.855485737,0.039776262,0.222149625,0.779732823,0.938338697,0.737619042,0.993341267,0.999999523,0.943263054,0.994651914,0.947723627,0.799507737,0.76549679,0.727069795,1
184038,0.250752151,0.891808569,0.475946397,0.255787492,0.871098399,0.829907656,0.633006454,0.321089268,0.219255328,0.723775566,0.70687449,0.22822836,0.457074821,0.687712431,0.430343062,0.328510255,1
184042,0.364235431,0.118981972,0.721167266,0.041436866,0.999159575,0.169003934,0.136111796,0.371696234,0.377269149,0.972587407,0.323911846,0.698031664,0.179476321,0.729098976,0.351981282,0.703071415,0
184044,0.997073889,0.980172336,0.467727393,0.008142065,0.992539465,0.480907828,0.999999046,0.991213024,0.999051392,0.988740623,0.987337291,0.995462358,0.959972262,0.557064593,0.983515024,0.40614441,1
184051,0.901488841,0.908071756,0.705459535,0.00419234,0.785380542,0.991187811,0.68431294,0.563209832,0.933101118,0.995769918,0.9879722,0.993787289,0.822908938,0.690711677,0.983744979,0.670286596,1
184105,0.999961019,0.992162049,0.942960858,0.007070604,0.835822761,0.995749116,0.998601615,0.995514452,0.999682188,1,0.998863578,0.974668562,0.999987483,0.982266188,0.998884141,0.961510956,1
184157,0.996084929,0.933730006,0.69426924,0.0018645,0.999899149,0.546212256,0.982788384,0.99854064,0.996271133,0.999129355,0.998108745,0.946426094,0.995827615,0.807039261,0.97990489,0.929689109,1
184170,0.999650121,0.956662059,0.74836868,0.056348994,0.930000663,0.975835502,0.998335063,0.976873577,0.999077201,0.99993825,0.997750819,0.992360771,0.999235034,0.839013159,0.980889142,0.881305993,1
184174,0.960156202,0.974613786,0.469507247,0.013556844,0.999090791,0.169013649,0.998946965,0.955496669,0.994384289,0.993416071,0.997825503,0.277661473,0.909779191,0.733124197,0.8963539,0.717376828,0
184196,0.886661708,0.35982433,0.467566639,0.000994401,0.982442737,0.738310337,0.931503177,0.842470467,0.874536633,0.9902215,0.973994315,0.991579056,0.715054512,0.51908946,0.922632992,0.342772394,1
184198,0.995483756,0.761672139,0.802851856,1.04E-05,0.17270495,0.794438899,0.981477678,0.927812278,0.989116013,1,0.984793305,0.706320524,0.995522857,0.836192846,0.710583985,0.677762151,1
184203,0.999951005,0.957343876,0.800178587,0.008084414,0.971931517,0.899546742,0.999772489,0.964879811,0.968761444,0.99998796,0.995935559,0.184541032,0.999307513,0.911253512,0.288083732,0.926897228,1
184204,0.96245724,0.98428303,0.51957345,0.005252221,0.999369204,0.937276304,0.989991844,0.975673318,0.98461622,0.999993086,0.996720731,0.779757679,0.967037261,0.847010136,0.992266357,0.908474743,1
184206,0.999969125,0.987987876,0.708749473,0.017156862,0.997373104,0.97522074,0.998976111,0.992475808,0.999893785,0.984838486,0.990969718,0.897496998,0.999962926,0.898850262,0.826464891,0.930082738,1
184314,0.153054997,0.016203266,0.821487427,7.83E-05,0.17269136,0.168957099,0.136124,0.207110509,0.397523552,1,0.48317045,0.184539869,0.182076901,0.644387364,0.200823084,0.620989323,1
184323,0.991979361,0.008752419,0.467861265,7.88E-06,0.172681376,0.370832771,0.466247529,0.207110867,0.955326796,0.999997139,0.176613763,0.308668256,0.179436713,0.360731035,0.552510679,0.337435693,1
184325,0.997412384,0.971640289,0.800097466,4.20E-05,0.983367205,0.998438895,0.999763906,0.962857485,0.999409556,0.961611688,0.999753892,0.749072969,0.998131096,0.931462526,0.987143695,0.867964685,1
184347,0.995354295,0.900403082,0.48121801,7.61E-06,0.81315279,0.906437993,0.902701855,0.962852538,0.986010432,0.999988437,0.999953508,0.803656518,0.616463542,0.69313848,0.743738294,0.680684209,1
184381,0.999770463,0.977783144,0.857694924,5.38E-05,0.99597317,0.998695076,0.99961251,0.993960738,0.999598324,0.999591053,0.957200348,0.999088764,0.999539375,0.920186698,0.912046492,0.952658832,1
184399,0.99965179,0.984404743,0.924544156,0.048427776,0.999815047,0.999768078,0.999999166,0.996804595,0.999999642,0.27502504,0.999974847,0.99979037,0.999662638,0.983031392,0.995539248,0.948160768,1
184484,0.353963763,0.607447028,0.468585491,0.204892486,0.803557158,0.169013888,0.970403016,0.677546859,0.207035318,0.98931843,0.417121708,0.184541136,0.179476321,0.3714948,0.199791387,0.330647171,1
184501,0.248010367,0.113662198,0.559705675,0.526968896,0.918938994,0.383390903,0.2633304,0.431989193,0.267870128,0.503873765,0.258587807,0.184541136,0.229869992,0.513333619,0.394641042,0.443864584,1
184537,0.372893691,0.201085538,0.477503806,0.000154307,0.86700213,0.168948725,0.314448655,0.57011193,0.436967969,0.275050879,0.172871664,0.266379476,0.179467842,0.786915839,0.594619215,0.6640082,1
184549,0.539837301,0.909745157,0.63726902,3.54E-05,0.485092193,0.926932275,0.955017686,0.915936291,0.964719653,0.999848127,0.794174373,0.184540808,0.961685896,0.695895791,0.980101347,0.329201758,1
184660,0.982302487,0.993812442,0.901777625,0.017213391,0.363386333,0.773415625,0.977738798,0.960891426,0.928001463,0.999255121,0.978525758,0.893584371,0.997794032,0.938508868,0.920821667,0.852183163,0
184663,0.927282989,0.819316983,0.472445935,0.745609701,0.646708369,0.500129998,0.994334579,0.341360271,0.773767769,0.408468485,0.954131186,0.409914911,0.424395531,0.548775852,0.726253986,0.500381947,1
184673,0.23321721,0.087428227,0.787515879,0.001158889,0.172693953,0.882236421,0.9134354,0.207110435,0.837587237,1,0.937198639,0.184539855,0.84814328,0.630030811,0.600355268,0.61297375,1
184678,0.476825088,0.894331276,0.670547605,0.593878746,0.941373348,0.971951842,0.98700583,0.874727726,0.965389132,0.275050879,0.948494315,0.609382093,0.866857529,0.888941944,0.927485049,0.507577002,1
184703,0.999323487,0.951216936,0.606698513,0.000185246,0.957294703,0.530233324,0.889477491,0.712009311,0.989868045,0.287922472,0.943186879,0.771723032,0.179445967,0.781160891,0.199787915,0.420097828,1
184734,0.153249294,0.279246569,0.845807612,0.080034576,0.999766529,0.547018349,0.962846756,0.816811919,0.999779403,0.830758929,0.156151786,0.25110507,0.667082965,0.94464761,0.968753397,0.827820063,1
184742,0.999985576,0.993037999,0.811084628,0.765442252,0.998753309,0.9648453,0.999992132,0.892720878,0.999999762,0.254251271,0.933941066,0.99999404,0.999411583,0.989537597,0.999943376,0.979469299,1
184749,0.924394548,0.870711267,0.757890821,0.003831677,0.998672724,0.890739441,0.900916398,0.881982803,0.940851986,0.999864697,0.990167737,0.99080199,0.709979832,0.692169011,0.917638123,0.760527968,1
184765,0.999976873,0.084649049,0.821596503,0.771441936,0.997318804,0.99896431,0.999814451,0.998464227,0.999893069,0.999998331,0.999991894,0.818412542,0.999259174,0.898922563,0.998596847,0.923920929,1
184795,0.94648695,0.915212274,0.576482534,0.004990286,0.858029187,0.376168817,0.944353938,0.884490967,0.943389356,0.999766648,0.866380036,0.557089865,0.927850962,0.860611975,0.402653754,0.699170232,1
184796,0.9637658,0.948737383,0.652995229,0.09022861,0.742809057,0.854462862,0.977800488,0.877647161,0.963209152,0.963004172,0.960074425,0.73844254,0.910930932,0.693981051,0.957242846,0.799062908,1
184850,0.954727173,0.892824054,0.586791754,0.000146026,0.864474118,0.687648952,0.948414326,0.708884597,0.80488193,0.999860883,0.944684327,0.801333368,0.924461484,0.737130225,0.887983501,0.665400922,1
184965,0.153048635,0.893486202,0.469096631,0.026211366,0.995989263,0.168935627,0.970057607,0.45477441,0.593489051,0.992688417,0.719611168,0.817669928,0.93487072,0.753985286,0.925602913,0.40410614,1
184969,0.999137104,0.982369363,0.728155017,5.26E-05,0.962030947,0.977766275,0.999878526,0.99740088,0.999567449,0.931274295,0.995040953,0.818275034,0.908468187,0.816075504,0.994096994,0.868578851,1
184986,0.189208105,0.629672348,0.470026284,3.47E-05,0.964870274,0.972585917,0.931335747,0.408478856,0.98516047,0.998916745,0.834828496,0.952745855,0.874941289,0.490904659,0.593371749,0.331235617,1
185009,0.972447813,0.907804668,0.579954326,0.003321559,0.670940876,0.928706467,0.988013029,0.818771839,0.980976999,0.868358672,0.758066058,0.214681238,0.910365283,0.765747666,0.680875838,0.76791358,1
185025,0.997430503,0.950158477,0.767520547,0.000403754,0.969699979,0.997591972,0.999586165,0.906115234,0.998668909,0.915305138,0.999482274,0.789097846,0.996609092,0.914834619,0.980463564,0.861022592,1
185040,0.199090123,0.088140823,0.468225777,0.771441996,0.356505781,0.791247904,0.547304273,0.38622719,0.53616631,0.988059819,0.926668286,0.92548877,0.641042471,0.518948555,0.946726441,0.69980979,1
185048,0.999914646,0.992820561,0.850571096,2.59E-05,0.995663345,0.999781072,1,0.999990821,0.999999881,0.980969191,0.999656081,0.973059535,0.999920249,0.945821822,0.999558628,0.960292339,1
185067,0.894315422,0.820248246,0.467786789,0.085035473,0.968175352,0.944168746,0.829691529,0.337515801,0.872442484,0.999433219,0.829013348,0.997742295,0.991827011,0.607636452,0.985093176,0.330958754,1
185204,0.493956208,0.612244427,0.47058624,0.4783746,0.172705188,0.994571388,0.990809679,0.603798032,0.962090671,0.984189689,0.925103903,0.825659096,0.64601022,0.626878917,0.932949483,0.540791512,1
185221,0.997794509,0.948278368,0.694414198,6.07E-07,0.999058425,0.869904757,0.99986279,0.955140889,0.999940157,1,0.982760668,0.977199316,0.99949348,0.692088008,0.407330424,0.897129059,1
185238,0.999847293,0.291158825,0.497929603,0.008588603,0.86472857,0.168803424,0.986877084,0.278307647,0.998854995,0.260073602,0.371613175,0.184541374,0.29373765,0.825918138,0.294726193,0.299653888,1
185239,0.455296189,0.10250181,0.469214201,0.022268986,0.80776906,0.169015393,0.960817873,0.606319368,0.795003057,0.994614542,0.907388985,0.184541136,0.202740774,0.526962638,0.200638026,0.413844824,1
185293,0.997430503,0.950158477,0.767520547,0.000403754,0.969699979,0.997591972,0.999586165,0.906115234,0.998668909,0.915305138,0.999482274,0.789097846,0.996609092,0.914834619,0.980463564,0.861022592,0
185379,0.999653578,0.994233549,0.862545907,0.120130651,0.99752003,0.919846058,0.992463112,0.998800159,0.998177886,0.99996376,0.999152184,0.999998927,0.996940613,0.869418144,0.923245132,0.951593757,1
185384,0.987270832,0.98987633,0.715340793,0.20133622,0.922222733,0.994292378,0.999999523,0.972762287,0.9996804,0.981609821,0.999993563,0.998709917,0.993261635,0.79303813,0.998900533,0.967928469,1
185385,0.999998212,0.999476492,0.91733402,0.369939357,0.999938965,0.999792993,0.999999762,0.999973655,0.999999642,0.997803271,0.999999881,0.999974132,0.99999404,0.967508018,0.999994755,0.994915366,1
185387,0.369425297,0.99100554,0.858949482,0.000681894,0.996782422,0.981095493,0.999994755,0.989827037,0.991132438,0.995691001,0.999994874,0.999842763,0.999617338,0.987675905,0.997684121,0.780319512,1
185391,0.907538295,0.615692675,0.537151992,1.15E-06,0.450929582,0.768980563,0.927657187,0.874683619,0.903311253,0.997998059,0.854974389,0.263022453,0.661145627,0.678658009,0.738990366,0.595909655,1
185394,0.523041964,0.439832836,0.512239575,0.256143987,0.416469723,0.905385733,0.951730072,0.894241035,0.972507238,0.999407053,0.57288307,0.849694252,0.985231876,0.663155258,0.633956254,0.734912634,0
185569,0.982909739,0.559382379,0.54962188,0.175562337,0.999616623,0.411329776,0.686887503,0.623645008,0.762919962,0.935092151,0.937003076,0.902031004,0.833015144,0.765780747,0.875430346,0.549967051,1
185583,0.286513776,0.810401917,0.469117522,0.001766855,0.965729892,0.618908703,0.837727547,0.612849772,0.958346367,0.983831644,0.911960125,0.42688784,0.179476321,0.677906454,0.841052473,0.562187433,1
185676,0.993141115,0.916722953,0.758892655,6.58E-05,0.980787158,0.654318631,0.989110112,0.548077524,0.981420696,0.999978304,0.979635835,0.86215502,0.595424294,0.923763454,0.420284092,0.791260421,1
185683,0.999998093,0.999533415,0.936674356,0.000182842,0.999552071,1,1,0.999683022,1,0.999999762,0.999976873,0.999999881,0.999999881,0.99865365,0.999999523,0.996881127,1
185734,0.999442995,0.998916507,0.943523586,0.011775567,0.996877193,0.99038434,1,0.999684095,0.999999404,0.999998927,1,0.999999881,0.997699201,0.998173833,0.999999881,0.993177176,1
185736,0.999999762,0.999742806,0.964501023,0.029023897,0.999998927,0.99737823,1,0.999988437,1,1,1,0.999999404,0.999999642,0.996855736,0.999999881,0.997210801,1
185740,0.972775042,0.857201755,0.477236092,0.552261651,0.920892239,0.592729151,0.897554219,0.785149336,0.723128378,0.671524167,0.818246365,0.64465934,0.579567194,0.357321113,0.709771335,0.386748195,1
185748,0.153052658,0.966235578,0.557404459,7.27E-06,0.415179193,0.817478955,0.933852851,0.634678483,0.998368084,0.986312211,0.950720489,0.218902379,0.179442883,0.87890476,0.469706386,0.475148141,1
185827,0.82595247,0.901969135,0.637212873,0.00246416,0.996004522,0.220631748,0.72656095,0.618979931,0.58487916,0.989761651,0.944729567,0.971043527,0.75297749,0.762491822,0.940475821,0.795770228,1
185836,0.153076291,0.001173525,0.467606455,3.11E-05,0.172705188,0.169013947,0.162831008,0.207109913,0.207311556,0.567574501,0.156223461,0.184552357,0.179462478,0.360772252,0.200954616,0.323875546,1
185849,0.994159222,0.985352814,0.67916429,0.448507816,0.172704577,0.999152422,1,0.923400402,0.992754281,0.656528234,0.999718726,0.184541136,0.943894744,0.68640101,0.99528718,0.743215263,1
185935,0.982332885,0.949011445,0.717293501,0.003582583,0.957129121,0.973127127,0.935731649,0.945920765,0.964920759,0.935586929,0.940315068,0.999614954,0.976341128,0.86349386,0.665417492,0.908676088,1
185944,0.999978781,0.986010313,0.864522159,0.142595127,0.976440728,0.995699406,0.999883175,0.990634322,0.999769151,0.999582827,0.999588788,0.994819939,0.982838452,0.905981362,0.989064813,0.953658283,0
185968,0.947025716,0.996455967,0.506475627,0.000679913,0.971827149,0.719988048,0.994324505,0.997874737,0.99919492,0.968773663,0.999937415,0.433894545,0.999965429,0.640309215,0.771850586,0.7869609,1
185969,0.153273061,0.269709498,0.480672389,0.009319592,0.670383155,0.168983951,0.541303933,0.207111642,0.206521317,0.359237105,0.156112537,0.184541285,0.569435298,0.35726732,0.337725192,0.299654394,1
185970,0.162753969,0.183457121,0.549928904,0.001590163,0.984780788,0.258753419,0.983105481,0.327399343,0.901747227,0.275050879,0.764892042,0.184541285,0.179465473,0.762322366,0.805648208,0.584884346,0
185972,0.153273061,0.269709498,0.480672389,0.009319592,0.670383155,0.168983951,0.541303933,0.207111642,0.206521317,0.359237105,0.156112537,0.184541285,0.569435298,0.35726732,0.337725192,0.299654394,1
185974,0.153052837,0.097274646,0.481502414,0.000120717,0.320673764,0.168968886,0.136114776,0.207109764,0.20613794,0.256557435,0.156157881,0.18454124,0.179448485,0.357220918,0.199791417,0.299654126,1
185975,0.997372866,0.595541,0.479770333,1.86E-06,0.172701031,0.253081083,0.939125001,0.414269835,0.630002379,0.931934476,0.913885295,0.184541345,0.179445386,0.433322132,0.614352465,0.501696706,0
185977,0.153052241,0.176010385,0.478318989,0.001280197,0.172705129,0.168981835,0.136115521,0.207113504,0.206036687,0.275050879,0.156280264,0.18454127,0.179437101,0.386599332,0.199792162,0.299654365,0
186091,0.999976516,0.987125099,0.875387728,0.103049122,0.978038967,0.997617543,0.999883771,0.992384434,0.999857426,0.999436438,0.999706209,0.996522307,0.990294695,0.921326935,0.994848788,0.957973301,1
186092,0.9999789,0.952968061,0.572855175,0.386299342,0.99652344,0.975869119,0.999912262,0.907895863,0.971289158,0.700332224,0.986467719,0.999612153,0.942611098,0.807762682,0.996278346,0.820780635,0
186096,0.367982239,0.439492494,0.500345528,0.037457157,0.785648823,0.361596733,0.505526543,0.569710076,0.976154387,0.990856171,0.156221196,0.22856243,0.179475784,0.66561693,0.260214865,0.697486758,1
186155,0.995347083,0.982385993,0.789325476,0.001188283,0.997083485,1,0.999952197,0.999798954,0.999994874,1,0.999846578,0.999999881,0.999999404,0.867869258,0.99973911,0.986882508,1
186156,0.153701261,0.98336339,0.672256649,0.518181682,0.835252702,0.99601233,0.870198905,0.970478117,0.97610563,0.937027216,0.930748761,0.995866299,0.967143953,0.735933244,0.993590355,0.792856514,1
186167,0.909329593,0.864381075,0.554949224,0.021087727,0.788437247,0.653835058,0.967962742,0.709537268,0.937879205,0.92975682,0.807655513,0.205882356,0.904809296,0.544249415,0.830088019,0.669877112,0
186239,0.21655494,0.032277733,0.494436085,0.00387191,0.804405093,0.168931216,0.174995422,0.207112357,0.603601038,0.256427467,0.156221226,0.184540555,0.179476097,0.514608979,0.199786961,0.372156292,0
186276,0.998361528,0.15251267,0.544703543,0.004125356,0.173566163,0.168916926,0.673867762,0.239215478,0.674372733,0.999973059,0.744694829,0.184540465,0.179457501,0.727720678,0.199791864,0.843784451,1
186280,0.969226837,0.874116361,0.476400375,0.64511776,0.992056549,0.8085742,0.72745651,0.395572871,0.888115704,0.71195519,0.829879165,0.614776373,0.881705165,0.358880758,0.90391022,0.458714753,1
186281,0.999818504,0.942122221,0.807748258,0.00363902,0.999894738,0.990171254,0.999719322,0.878692925,0.999985933,0.998223603,0.98035264,0.999995232,0.995140076,0.959326088,0.997149885,0.908971012,1
186346,0.86369729,0.727694154,0.519485891,0.027571756,0.347351342,0.73193872,0.757424235,0.736847222,0.848945618,0.973503649,0.794617593,0.46242398,0.627485275,0.619008362,0.83494854,0.659577191,1
186348,0.996211767,0.056790985,0.567812443,0.006003405,0.985523999,0.99165076,0.173212081,0.863987207,0.669176698,0.966511667,0.906697571,0.535432935,0.979751766,0.713725805,0.813518226,0.420440137,1
186349,0.989343286,0.960035324,0.470760226,0.089960568,0.838435233,0.86323899,0.95423466,0.821391582,0.932406306,0.990475118,0.991811633,0.541172802,0.71692431,0.733570158,0.946067572,0.640258491,1
186387,0.153054893,0.797987938,0.919714332,3.54E-05,0.999673724,0.400215924,0.352230906,0.745696783,0.652703881,0.999996781,0.963131666,0.998925507,0.206819519,0.711903632,0.729926407,0.744730353,1
186389,1,0.999996781,0.98589468,0.556488514,0.862506032,0.999851704,1,0.99995029,1,0.999997258,0.999992132,1,0.999997973,0.994299054,0.983577251,0.996410072,1
186512,0.779443264,0.180069953,0.473832369,0.080030359,0.998871863,0.644005597,0.611669421,0.207115188,0.893074512,0.676891267,0.156321988,0.184541762,0.484921128,0.592426836,0.471438199,0.62664032,1
186519,0.999610007,0.782165706,0.549579382,0.171273664,0.381474227,0.168926418,0.980970442,0.637179255,0.206301391,0.73740536,0.543956459,0.184541151,0.179444775,0.44835934,0.426294714,0.522758365,1
186528,0.189794913,0.862288058,0.57515049,0.000683334,0.774759352,0.427474588,0.931177378,0.515440881,0.334035188,1,0.799914181,0.691328347,0.973662972,0.730555236,0.384206861,0.741335511,1
186577,0.972053945,0.470822155,0.614277303,0.051033873,0.969001591,0.999999523,0.999325156,0.989601672,0.999979019,0.999999881,0.953073263,0.999931335,0.999976277,0.54577893,0.999221683,0.957570553,1
186581,0.873787224,0.936730802,0.481565297,0.006008219,0.549689472,0.942601323,0.916967273,0.67914921,0.91581887,0.970779657,0.774855733,0.320907056,0.762058914,0.697664857,0.986520767,0.645265698,0
186626,0.937844336,0.734490275,0.568097293,0.008111171,0.945058882,0.868561268,0.973901629,0.953252852,0.989558458,0.999304652,0.961688221,0.999840856,0.871572495,0.780837297,0.647064447,0.690340459,1
186634,0.982894123,0.949996531,0.63119936,0.408893347,0.81693542,0.935148656,0.984042048,0.980856657,0.994650662,0.275050879,0.995076597,0.952923119,0.828304052,0.884254992,0.714345038,0.809806883,1
186678,0.989617109,0.971184492,0.509979069,0.00077969,0.959880948,0.836131811,0.999194562,0.63389039,0.886340678,0.999999762,0.991576016,0.996123016,0.99526155,0.808520198,0.944453239,0.813381076,1
186684,0.977712512,0.14644447,0.513754547,0.256245434,0.977702141,0.567709148,0.867126703,0.378446549,0.20695205,0.999450624,0.174183339,0.361166,0.955164731,0.51947099,0.199784681,0.485149294,0
186687,0.98543942,0.945600986,0.530344188,0.138188615,0.911159575,0.805473506,0.979217768,0.977115631,0.999266207,0.955570042,0.869591117,0.973089218,0.429234624,0.590821862,0.287735492,0.688350677,1
186698,0.675945103,0.854792058,0.513987601,0.012207753,0.658706129,0.479243428,0.586398423,0.408326685,0.206961989,0.987455726,0.705580354,0.513344824,0.501828849,0.522402525,0.346378565,0.682473361,1
186700,0.995154023,0.89068079,0.59882319,0.645476162,0.797405958,0.93064189,0.981901824,0.61773026,0.944244444,0.98385644,0.940157831,0.461169809,0.993381739,0.639103889,0.988846838,0.670201063,1
186708,0.974199295,0.622955024,0.799481452,0.181945384,0.791268885,0.926908195,0.757472098,0.755467415,0.850401282,1,0.730707347,0.986380637,0.886720836,0.716783404,0.596963704,0.777688503,1
186768,0.847644866,0.991529226,0.832237959,2.67E-06,0.999676943,0.986704707,0.987694025,0.997338831,0.999625087,0.999988794,0.903828263,0.413805336,0.998363197,0.893995583,0.995344102,0.960063338,1
186811,0.259216011,0.746878505,0.498781949,0.000984907,0.950375676,0.26589343,0.988270402,0.928887546,0.963973045,0.998537779,0.994431674,0.961054564,0.933504105,0.432243705,0.996243119,0.681508005,1
186812,0.300183356,0.01912196,0.537392616,0.556659877,0.983364105,0.168907389,0.23581098,0.207110256,0.274762511,0.253558427,0.348038346,0.184540629,0.179474309,0.567728281,0.266762584,0.330501914,1
186815,0.999894023,0.997159719,0.941658795,0.000352272,0.999760449,0.999569595,0.999988437,0.999593198,1,1,0.999924183,0.999640942,0.999964476,0.988038599,0.999401808,0.989280879,1
186816,0.999914765,0.989262402,0.823637128,0.188650131,0.997196913,0.999999762,0.999970675,0.999617577,0.999995589,0.999982357,0.999951005,0.999992967,0.999924541,0.85787499,0.995869458,0.982404411,0
186822,0.607118785,0.872864187,0.755307436,1.47E-05,0.663454771,0.934545219,0.790273666,0.950472713,0.999134719,0.995623529,0.990413606,0.972624242,0.874300659,0.616872549,0.93859005,0.815481663,1
186824,0.954727173,0.892824054,0.586791754,0.000146026,0.864474118,0.687648952,0.948414326,0.708884597,0.80488193,0.999860883,0.944684327,0.801333368,0.924461484,0.737130225,0.887983501,0.665400922,1
186884,0.1531609,0.005824337,0.484101504,0.062293887,0.172704682,0.168968886,0.136130422,0.20711188,0.210722163,0.272821814,0.647855341,0.184540227,0.179476857,0.509108484,0.199793845,0.35658282,0
186908,0.15305151,0.515999258,0.475850672,0.095297821,0.81804502,0.168939412,0.136123508,0.20711343,0.206071585,0.586393297,0.156174004,0.18454127,0.179431543,0.38492164,0.199789941,0.299654245,0
186909,0.153051496,0.459509224,0.477909714,0.052551251,0.869936526,0.168919072,0.136124536,0.207112163,0.206095189,0.275050908,0.1561165,0.18454124,0.179425657,0.35725531,0.199787647,0.299654126,1
186917,0.999823987,0.964903116,0.811448395,0.012111027,0.338036865,0.518333733,0.994956434,0.980507433,0.988381147,0.999998927,0.99693954,0.990370095,0.99996376,0.912364423,0.970229924,0.957143664,1
186925,0.996379554,0.886823952,0.604939818,0.000177635,0.957055748,0.980314255,0.957166612,0.948421717,0.991128087,0.998763204,0.996890366,0.999952197,0.89434582,0.614538848,0.874924779,0.512044668,1
186955,0.760948479,0.950209796,0.62479496,0.004519423,0.642988324,0.780718446,0.990219891,0.932069957,0.975611031,0.997833073,0.924155951,0.91324091,0.829645574,0.684169948,0.903370798,0.76112771,1
186970,0.51475054,0.933401704,0.513764024,0.042103074,0.995359242,0.467726827,0.845033288,0.99193728,0.976815462,0.341663033,0.485177875,0.970998883,0.948357403,0.535838902,0.996897936,0.513551116,0
186973,1,0.984139025,0.978528202,0.001315866,0.956608832,0.997236192,0.999953628,0.998212457,0.999904037,0.999999642,0.809563041,1,0.847911894,0.986811936,0.84139806,0.980112314,1
186975,0.998997986,0.423487753,0.866561592,0.771441936,0.999873877,0.999983668,0.99752301,0.999393344,0.995718181,0.999997735,0.965732455,0.999973178,0.933993161,0.854090929,0.997457206,0.938180089,1
187031,0.30747366,0.121924102,0.613769114,1.02E-06,0.172689572,0.16897808,0.371045321,0.207110733,0.207547292,1,0.156231314,0.184539273,0.179458693,0.359467864,0.199791089,0.356808811,1
187055,0.642197788,0.623730481,0.469444931,0.00013309,0.731628239,0.409855276,0.937261105,0.833384931,0.959126413,0.998106003,0.93682164,0.203312382,0.802284122,0.58012265,0.687757254,0.366902202,1
187081,0.993613064,0.116046228,0.472740918,0.02984787,0.600342572,0.549173355,0.490082741,0.207111537,0.785383105,0.772244573,0.84347266,0.184540182,0.910235286,0.682442307,0.430308372,0.390586972,1
187085,0.999961734,0.997415662,0.938189566,3.14E-05,0.999174893,0.99458921,0.99992907,0.999792397,0.99996984,0.999737918,0.991304874,0.981063604,0.999910951,0.957854152,0.993152142,0.982583046,1
187104,0.952757001,0.967331171,0.535192668,0.00012861,0.992276728,0.86071533,0.998939097,0.902279496,0.992604852,0.976840019,0.983628631,0.874598265,0.899110198,0.752107441,0.90577668,0.599162161,1
187110,0.904340863,0.795009732,0.662715912,0.227979124,0.959426582,0.865500391,0.998020649,0.967685282,0.965711355,0.99723357,0.885908484,0.927738011,0.990930617,0.674172461,0.954066336,0.751326263,1
187116,0.995021939,0.989221573,0.659647584,0.017027728,0.990739703,0.994419634,0.99998343,0.993575394,0.999743521,0.985654414,0.750165999,0.87543273,0.996213615,0.763788283,0.989297509,0.794338763,1
187129,0.998274922,0.974070907,0.522129774,0.000306173,0.967328846,0.926980913,0.999803603,0.962749183,0.999646068,0.999863505,0.993729234,0.999542713,0.992371202,0.676528156,0.997232258,0.541021407,1
187201,0.507620633,0.157769054,0.47715959,0.026955681,0.637509346,0.245432407,0.359066278,0.486371607,0.512051344,0.953578174,0.517842531,0.360445976,0.268260539,0.481637061,0.199791506,0.327028096,1
187241,0.281901211,0.239256501,0.475823224,0.000340724,0.775775611,0.183520839,0.939345479,0.37870425,0.330852151,0.992953002,0.545302749,0.184541166,0.767071366,0.523094893,0.64848423,0.330955029,1
187259,0.989793539,0.948305905,0.726693332,2.59E-05,0.941944361,0.943162739,0.992864132,0.918403327,0.973704219,0.995786965,0.997262716,0.755704701,0.989424825,0.88708365,0.952859342,0.793327808,1
187283,0.999988556,0.99992156,0.979417503,0.002482447,0.999858499,0.999986529,1,0.999999642,1,0.990416884,0.999999881,0.999984384,0.999999762,0.996385694,0.999994755,0.996900082,0
187294,0.51475054,0.933401704,0.513764024,0.042103074,0.995359242,0.467726827,0.845033288,0.99193728,0.976815462,0.341663033,0.485177875,0.970998883,0.948357403,0.535838902,0.996897936,0.513551116,0
187366,0.999270022,0.996270657,0.87324506,0.001099186,0.997753799,0.889244139,0.992123425,0.99797374,0.999894381,1,0.99999392,0.999718368,0.999519706,0.934580445,0.999853611,0.908890963,1
